
20.000000,-1.312581,-1.277790,-4.165713,-0.152590,-15.304799,-7.660029
20.001000,-1.071794,-1.120165,-13.244831,-4.684520,-24.765393,-10.193027
20.002000,-0.908064,-0.982528,-21.622034,-7.751583,-34.332799,-11.978332
20.003000,-0.780652,-0.847944,-27.023728,-8.331426,-37.689784,-8.453498
20.004000,-0.648051,-0.701457,-27.389944,-9.185931,-38.086519,-11.947814
20.005000,-0.538491,-0.572366,-25.803006,-12.771801,-38.849470,-12.466621
20.006000,-0.449226,-0.448615,-19.501030,-10.940719,-35.446708,-13.107500
20.007000,-0.339361,-0.317235,-14.099336,-9.475853,-33.081559,-14.801251
20.008000,-0.270237,-0.206760,-9.842069,-11.047532,-33.569848,-17.257954
20.009000,-0.200809,-0.109712,-7.370108,-7.186999,-30.167086,-17.212177
20.010000,-0.115511,-0.020752,-5.752651,-5.416953,-27.038987,-16.739147
20.011000,-0.047456,0.046998,-8.667124,-5.661097,-29.053178,-16.861219
20.012000,-0.001068,0.075990,-9.521630,-6.729229,-28.030823,-14.496071
20.013000,0.018616,0.079500,-8.499275,-7.888914,-30.029755,-13.534752
20.014000,-0.022736,0.057679,-14.496071,-12.207218,-33.951324,-14.404517
20.015000,-0.066529,0.019074,-20.614939,-15.930419,-35.156786,-12.405585
20.016000,-0.077211,-0.019379,-21.911955,-15.854124,-36.362249,-10.589761
20.017000,-0.092012,-0.061036,-27.267872,-16.540780,-39.642939,-12.741283
20.018000,-0.107271,-0.105287,-29.922942,-15.716793,-39.658198,-13.839933
20.019000,-0.090181,-0.145571,-29.877165,-15.594720,-38.040742,-15.838865
20.020000,-0.092164,-0.174105,-30.258640,-16.861219,-38.178073,-19.150072
20.021000,-0.133211,-0.207370,-28.732738,-16.083009,-33.371481,-16.571298
20.022000,-0.157015,-0.216220,-25.238422,-15.533684,-28.992142,-16.662852
20.023000,-0.155032,-0.226139,-23.407340,-16.083009,-29.129473,-20.309758
20.024000,-0.153964,-0.231785,-19.790951,-13.412680,-26.733806,-18.799115
20.025000,-0.144656,-0.214694,-17.975128,-13.366903,-26.672770,-21.866178
20.026000,-0.115816,-0.182956,-17.776761,-17.318990,-25.482567,-22.262913
20.027000,-0.092775,-0.149233,-18.066682,-16.632334,-25.177386,-22.842756
20.028000,-0.062409,-0.107271,-16.449226,-15.671015,-25.848783,-23.819333
20.029000,-0.010376,-0.065461,-15.930419,-14.785992,-30.930037,-22.507057
20.030000,0.010529,-0.042573,-19.165332,-14.023041,-29.678798,-20.920119
20.031000,0.043946,-0.018769,-21.332113,-14.404517,-28.000305,-17.563134
20.032000,0.054932,-0.006561,-21.499962,-17.349508,-30.945296,-22.751202
20.033000,0.031128,-0.016022,-22.613870,-21.149004,-33.127337,-23.605707
20.034000,0.026856,-0.019837,-23.849851,-20.553902,-33.798734,-24.841688
20.035000,0.043488,-0.012665,-25.986114,-21.408408,-38.300145,-26.840620
20.036000,0.033722,-0.023499,-26.993210,-19.470512,-38.544289,-26.398108
20.037000,0.033417,-0.033112,-26.153964,-17.822538,-36.072328,-26.459144
20.038000,0.051881,-0.043793,-27.283131,-18.692302,-38.193332,-26.855879
20.039000,0.077211,-0.054627,-27.023728,-21.637293,-38.757916,-26.535439
20.040000,0.067903,-0.068666,-25.284199,-22.247654,-37.705043,-25.680934
20.041000,0.061036,-0.073243,-24.521248,-23.590448,-34.988937,-24.872206
20.042000,0.056611,-0.076143,-23.834592,-26.169223,-31.891356,-24.612802
20.043000,0.074006,-0.082399,-20.279240,-23.285267,-28.809033,-24.597543
20.044000,0.088045,-0.071717,-20.309758,-19.516289,-30.792706,-26.474403
20.045000,0.090639,-0.059510,-21.286336,-18.585489,-33.844511,-28.320745
20.046000,0.094148,-0.047761,-19.607843,-17.792020,-33.295186,-29.571984
20.047000,0.118868,-0.021515,-21.087968,-18.554971,-36.575875,-28.320745
20.048000,0.127260,-0.008392,-23.254749,-23.376822,-38.117037,-32.822156
20.049000,0.128328,0.001526,-21.850919,-24.582284,-36.133364,-34.164950
20.050000,0.137636,0.027619,-22.125582,-25.635157,-35.370413,-35.202564
20.051000,0.165866,0.039673,-23.208972,-27.618830,-37.003128,-37.048905
20.052000,0.189517,0.049134,-21.728847,-27.206836,-37.476158,-36.606394
20.053000,0.216220,0.060578,-21.988251,-27.328908,-38.223850,-37.338827
20.054000,0.234989,0.066987,-25.223163,-27.038987,-38.941024,-38.956283
20.055000,0.255283,0.066835,-25.238422,-27.389944,-36.499580,-38.712139
20.056000,0.252842,0.068818,-23.773556,-29.068437,-32.013428,-37.598230
20.057000,0.223087,0.060731,-21.728847,-32.059205,-33.646143,-37.735561
20.058000,0.173495,0.041047,-17.456321,-30.472267,-31.631952,-40.329595
20.059000,0.184787,0.040894,-14.984360,-28.854810,-28.976883,-40.360113
20.060000,0.216983,0.051270,-12.191958,-30.533303,-29.968719,-38.529030
20.061000,0.218509,0.054627,-9.246967,-28.213931,-27.756161,-35.202564
20.062000,0.231632,0.062715,-5.355917,-25.299458,-24.567025,-36.499580
20.063000,0.247501,0.065461,-1.678492,-25.207904,-23.208972,-38.498512
20.064000,0.268864,0.066224,1.709010,-26.749065,-22.034028,-40.024414
20.065000,0.293431,0.082399,6.683452,-26.504921,-22.873274,-42.221714
20.066000,0.310063,0.097810,9.048600,-27.252613,-26.092927,-43.610285
20.067000,0.299992,0.102541,8.056764,-25.513085,-29.617762,-41.519799
20.068000,0.298314,0.116732,9.140154,-21.377890,-26.138705,-42.023346
20.069000,0.320134,0.132601,11.123827,-25.299458,-26.138705,-44.571603
20.070000,0.334020,0.136873,11.062791,-26.749065,-25.741970,-41.626612
20.071000,0.359350,0.154574,13.000687,-23.605707,-25.070573,-39.581903
20.072000,0.408026,0.174105,13.260090,-24.979019,-26.047150,-42.633707
20.073000,0.412299,0.179141,13.122759,-27.985046,-26.565957,-43.106737
20.074000,0.396582,0.179141,15.304799,-25.909819,-26.718547,-44.754711
20.075000,0.383307,0.182498,16.510262,-23.331044,-26.779583,-46.387427
20.076000,0.388037,0.185855,17.059586,-24.231327,-25.024796,-46.433204
20.077000,0.415045,0.195163,22.827497,-24.078737,-26.672770,-46.478981
20.078000,0.447395,0.209506,20.187686,-24.673838,-30.975814,-44.815747
